,ID,First Name,Email,Gender,City,Created,Academic Year,Company Name/ College Name,Would you like to know more about us and our programs?,Are you interested in knowing more about our events?,Have you recommended Cloud Counselage to anyone?,How did you come to know about this event?,Branch,College,Month,Year,Year of Graduation
1405,63566,Butchi,butchi@xyz.com,,,2021-01-25 20:08:12,4,,yes,yes,no,,,,1,2021,2021
1407,63562,Minal,minal@xyz.com,,,2021-01-25 18:50:23,4,,yes,yes,no,,,,1,2021,2021
1408,63560,Irshad Ahmed Tufel Ahmed ,irshadahmedtufelahmed@xyz.com,,,2021-01-25 18:09:19,0,,yes,yes,no,,,,1,2021, 
1409,63558,Nimai,nimai@xyz.com,,,2021-01-25 15:13:32,3,,yes,yes,no,,Other ELECTRONIC AND TELECOMMUNICATIONS,,1,2021,2022
1411,63554,Kishor,kishor@xyz.com,,,2021-01-25 14:41:24,2,,yes,yes,no,,,,1,2021,2023
1413,63550,Ashishkumar,ashishkumar@xyz.com,,,2021-01-25 14:38:55,0,,yes,yes,no,,,,1,2021, 
1417,63542,Abhisek,abhisek@xyz.com,,,2021-01-23 18:16:42,2,,yes,yes,no,,,,1,2021,2023
1428,63520,Murtaza Shabbir,murtazashabbir@xyz.com,,,2021-01-22 11:40:03,3,,yes,yes,no,,Other Computer Applications,,1,2021,2022
1429,63518,Sultan,sultan@xyz.com,,,2021-01-22 10:36:43,3,,yes,yes,no,,,,1,2021,2022
1430,63516,siddhi,siddhi@xyz.com,,,2021-01-22 09:49:01,3,,yes,yes,no,,,,1,2021,2022
1432,63512,SHATRUGHAN,shatrughan@xyz.com,,,2021-01-21 22:18:41,0,,yes,yes,no,,,,1,2021, 
1433,63510,RASTRASANT TUKDOJI MAHARAJ,rastrasanttukdojimaharaj@xyz.com,,,2021-01-21 20:53:50,2,,yes,yes,no,,,,1,2021,2023
1434,63508,Beryl,beryl@xyz.com,,,2021-01-21 18:33:24,3,,yes,yes,no,,,,1,2021,2022
1437,63502,Vedprakash,vedprakash@xyz.com,,,2021-01-21 13:38:00,3,,yes,yes,no,,,,1,2021,2022
1438,63500,Alafiya,alafiya@xyz.com,,,2021-01-21 08:23:36,3,,yes,yes,no,,Other Extc,,1,2021,2022
1443,63488,Pinky,pinky@xyz.com,,,2021-01-20 16:17:54,3,,yes,yes,no,,,,1,2021,2022
1446,63482,Pawansing,pawansing@xyz.com,,,2021-01-20 13:25:31,3,,yes,yes,no,,,,1,2021,2022
1448,63478,Susan ,susan@xyz.com,,,2021-01-20 13:00:58,0,,yes,yes,no,,,,1,2021, 
1451,63472,Sanghavi,sanghavi@xyz.com,,,2021-01-20 11:49:54,2,,yes,yes,no,,Other Computer Applications,,1,2021,2023
1454,63466,Gururaj,gururaj@xyz.com,,,2021-01-20 10:37:35,2,,yes,yes,no,,,,1,2021,2023
1455,63464,Anway shailesh,anwayshailesh@xyz.com,,,2021-01-20 10:20:42,2,,yes,yes,no,,,,1,2021,2023
1456,63462,Bhikan,bhikan@xyz.com,,,2021-01-20 09:43:15,0,,yes,yes,no,,,,1,2021, 
1458,63458,Hrutik,hrutik@xyz.com,,,2021-01-19 22:30:02,3,,yes,yes,no,,,,1,2021,2022
1460,63454,Koustubh ,koustubh@xyz.com,,,2021-01-19 19:36:47,2,,yes,yes,no,,,,1,2021,2023
1461,63452,Bhavik,bhavik@xyz.com,,,2021-01-19 14:21:39,2,,yes,yes,no,,,,1,2021,2023
1464,63446,Mayank,mayank@xyz.com,,,2021-01-19 09:52:26,2,,yes,yes,no,,,,1,2021,2023
1467,63440,Kamla,kamla@xyz.com,,,2021-01-18 21:26:55,2,,yes,yes,no,,,,1,2021,2023
1468,63438,Dipannita,dipannita@xyz.com,,,2021-01-18 21:00:25,2,,yes,yes,no,,,,1,2021,2023
1469,63436,Paresh,paresh@xyz.com,,,2021-01-18 20:10:51,2,,yes,yes,no,,Other Computer Applications,,1,2021,2023
1470,63434,Ritu,ritu@xyz.com,,,2021-01-18 20:10:40,3,,yes,yes,no,,Other Electronics and telecommunication,,1,2021,2022
1474,63426,Dhrumil,dhrumil@xyz.com,,,2021-01-18 15:05:06,2,,yes,yes,no,,Information Technology (IT) Com,,1,2021,2023
1476,63422,Faheem,faheem@xyz.com,,,2021-01-18 14:43:28,2,,yes,yes,no,,,,1,2021,2023
1477,63420,Bhoomika,bhoomika@xyz.com,,,2021-01-18 14:42:08,2,,yes,yes,no,,Other Computer Applications,,1,2021,2023
1479,63416,Vibhav ,vibhav@xyz.com,,,2021-01-18 14:39:09,2,,yes,yes,no,,,,1,2021,2023
1480,63414,Nachiket,nachiket@xyz.com,,,2021-01-18 14:38:49,2,,yes,yes,no,,,,1,2021,2023
1484,63406,Arya,arya@xyz.com,,,2021-01-18 11:21:07,4,,yes,yes,no,,Other Electronics engineering,,1,2021,2021
1485,63404,Vallabh Ashish,vallabhashish@xyz.com,,,2021-01-17 21:45:04,2,,yes,yes,no,,,,1,2021,2023
1486,63402,VenkataNarayana,venkatanarayana@xyz.com,,,2021-01-17 18:29:41,2,,yes,yes,no,,,,1,2021,2023
1489,63394,Rupa,rupa@xyz.com,,,2021-01-16 22:34:20,3,,yes,yes,no,,Other Electronics and Telecommunication,,1,2021,2022
1490,63392,PUSHP LOCHAN,pushplochan@xyz.com,,,2021-01-16 21:38:03,2,,yes,yes,no,,,,1,2021,2023
1493,63386,Devesh,devesh@xyz.com,,,2021-01-16 15:38:30,2,,yes,yes,no,,,,1,2021,2023
1499,63374,Samir,samir@xyz.com,,,2021-01-16 12:56:44,4,,yes,yes,no,,Other ELECTRONICS & TELECOMMUNICATION OF ENGINEERING,,1,2021,2021
1501,63370,Kundan,kundan@xyz.com,,,2021-01-16 12:26:47,3,,yes,yes,no,,,,1,2021,2022
1502,63368,Elita,elita@xyz.com,,,2021-01-16 12:21:41,2,,yes,yes,no,,,,1,2021,2023
1503,63366,Ajay,ajay@xyz.com,,,2021-01-16 11:40:46,4,,yes,yes,no,,Other Mechatronics Engineering,,1,2021,2021
1506,63360,Chandani ,chandani@xyz.com,,,2021-01-16 11:16:43,4,,yes,yes,no,,Other Electronic and telecommunications,,1,2021,2021
1507,63358,Amruta ,amruta@xyz.com,,,2021-01-16 10:37:02,0,,yes,yes,no,,,,1,2021, 
1509,63354,Tanya,tanya@xyz.com,,,2021-01-16 10:18:13,2,,yes,yes,no,,,,1,2021,2023
1510,63352,Elisha ,elisha@xyz.com,,,2021-01-16 10:05:43,2,,yes,yes,no,,,,1,2021,2023
1513,63346,EREM,erem@xyz.com,,,2021-01-16 00:15:56,2,,yes,yes,no,,,,1,2021,2023
1515,63342,Japesh,japesh@xyz.com,,,2021-01-15 23:15:56,2,,yes,yes,no,,,,1,2021,2023
1517,63338,Iteeksha,iteeksha@xyz.com,,,2021-01-15 22:58:00,2,,yes,yes,no,,,,1,2021,2023
1518,63336,yugesh,yugesh@xyz.com,,,2021-01-15 22:20:23,2,,yes,yes,no,,,,1,2021,2023
1523,63326,Shardul,shardul@xyz.com,,,2021-01-15 20:29:00,4,,yes,yes,no,,Other EXTC,,1,2021,2021
1528,63316,Jayanti ,jayanti@xyz.com,,,2021-01-15 20:01:43,4,,yes,yes,no,,Other Electronics and telecommunication,,1,2021,2021
1529,63314,Prasfur,prasfur@xyz.com,,,2021-01-15 19:54:17,3,,yes,yes,no,,Other Electronics and Telecommunication,,1,2021,2022
1530,63312,Reyan ,reyan@xyz.com,,,2021-01-15 19:41:31,4,,yes,yes,no,,,,1,2021,2021
1531,63310,Alisha,alisha@xyz.com,,,2021-01-15 19:29:27,2,,yes,yes,no,,,,1,2021,2023
1533,63306,Alfiya ,alfiya@xyz.com,,,2021-01-15 17:19:53,3,,yes,yes,no,,Other ETRX,,1,2021,2022
1535,63302,Jeevan,jeevan@xyz.com,,,2021-01-15 16:48:17,3,,yes,yes,no,,Other Electronics,,1,2021,2022
1538,63296,Mohammad Jaid,mohammadjaid@xyz.com,,,2021-01-15 15:03:40,2,,yes,yes,no,,,,1,2021,2023
1539,63294,Unzela,unzela@xyz.com,,,2021-01-15 14:56:29,2,,yes,yes,no,,,,1,2021,2023
1540,63292,Sairam,sairam@xyz.com,,,2021-01-15 14:50:57,2,,yes,yes,no,,,,1,2021,2023
1541,63290,Prajval ,prajval@xyz.com,,,2021-01-15 14:44:06,4,,yes,yes,no,,,,1,2021,2021
1544,63284,Kayvan ,kayvan@xyz.com,,,2021-01-15 13:19:10,2,,yes,yes,no,,,,1,2021,2023
1546,63280,saish,saish@xyz.com,,,2021-01-15 11:24:00,2,,yes,yes,no,,,,1,2021,2023
1547,63278,Gloria,gloria@xyz.com,,,2021-01-15 10:41:41,3,,yes,yes,no,,,,1,2021,2022
1548,63276,Stuti,stuti@xyz.com,,,2021-01-15 10:36:31,3,,yes,yes,no,,Other Management,,1,2021,2022
1549,63274,Rupesh,rupesh@xyz.com,,,2021-01-15 10:03:25,2,,yes,yes,no,,,,1,2021,2023
1550,63272,Yashika,yashika@xyz.com,,,2021-01-15 09:47:25,2,,yes,yes,no,,Other Computer Application,,1,2021,2023
1552,63268,Prince,prince@xyz.com,,,2021-01-15 09:27:43,2,,yes,yes,no,,,,1,2021,2023
1554,63264,Khuzaima,khuzaima@xyz.com,,,2021-01-14 21:38:59,2,,yes,yes,no,,Other Computer Applications,,1,2021,2023
1556,63260,Agam,agam@xyz.com,,,2021-01-14 19:52:36,2,,yes,yes,no,,,,1,2021,2023
1561,63250,Kesari,kesari@xyz.com,,,2021-01-14 17:28:23,2,,yes,yes,no,,Other Computer Applications,,1,2021,2023
1563,63246,Charvin,charvin@xyz.com,,,2021-01-14 17:16:42,2,,yes,yes,no,,,,1,2021,2023
1564,63244,Bhavika,bhavika@xyz.com,,,2021-01-14 17:04:32,2,,yes,yes,no,,Other Computer Applications,,1,2021,2023
1568,41150,Pawan,pawan@xyz.com,,,2020-11-30 22:52:01,3,,no,no,no,,,,11,2020,2021
1571,41144,Vasundhara,vasundhara@xyz.com,,,2020-11-30 21:52:25,3,,no,no,no,,,,11,2020,2021
1573,41140,Manita,manita@xyz.com,,,2020-11-30 20:58:13,3,,no,no,no,,,,11,2020,2021
1577,41132,Salman,salman@xyz.com,,,2020-11-29 23:37:19,0,,no,no,no,,,,11,2020, 
1578,41130,NISHIT,nishit@xyz.com,,,2020-11-29 21:49:16,2,,no,no,no,,Other Electronic and Telecommunication,,11,2020,2022
1579,41128,Kunjan,kunjan@xyz.com,,,2020-11-29 19:33:19,2,,no,no,no,,,,11,2020,2022
1581,41124,Vinayak,vinayak@xyz.com,,,2020-11-29 17:47:09,2,,no,no,no,,Other Electronics and telecommunication,,11,2020,2022
1582,41122,Vanita,vanita@xyz.com,,,2020-11-29 17:44:56,2,,no,no,no,,Other Electronics and telecommunication,,11,2020,2022
1586,41114,Mohammad Aftab,mohammadaftab@xyz.com,,,2020-11-29 10:25:16,0,,no,no,no,,,,11,2020, 
1590,41106,Sagarica,sagarica@xyz.com,,,2020-11-28 11:42:46,3,,no,no,no,,Other ELECTRONICS AND TELECOMMUNICATION,,11,2020,2021
1593,41100,Meenu,meenu@xyz.com,,,2020-11-27 19:57:34,4,,no,no,no,,,,11,2020,2020
1594,41098,Shreedarshan ,shreedarshan@xyz.com,,,2020-11-27 18:09:41,2,,no,no,no,,,,11,2020,2022
1595,41096,Chaitra,chaitra@xyz.com,,,2020-11-27 16:38:39,2,,no,no,no,,,,11,2020,2022
1596,41094,Jaspal,jaspal@xyz.com,,,2020-11-27 13:00:40,2,,no,no,no,,,,11,2020,2022
1598,41090,Devendra,devendra@xyz.com,,,2020-11-27 12:01:35,3,,no,no,no,,,,11,2020,2021
1601,41084,Merveille,merveille@xyz.com,,,2020-11-27 11:13:06,3,,no,no,no,,,,11,2020,2021
1603,41080,Sourav,sourav@xyz.com,,,2020-11-27 10:59:17,4,,no,no,no,,,,11,2020,2020
1605,41076,Jeetram,jeetram@xyz.com,,,2020-11-27 10:55:10,4,,no,no,no,,,,11,2020,2020
1607,41072,Pranay,pranay@xyz.com,,,2020-11-27 10:38:28,2,,no,no,no,,,,11,2020,2022
1608,41070,Rohan,rohan@xyz.com,,,2020-11-27 10:16:29,2,,no,no,no,,Other ELECTRONIC AND TELECOMMUNICATIONS,,11,2020,2022
1609,41068,Toseef,toseef@xyz.com,,,2020-11-27 10:10:17,2,,no,no,no,,Other ELECTRONIC AND TELECOMMUNICATIONS,,11,2020,2022
1610,41066,Ratan ,ratan@xyz.com,,,2020-11-27 10:04:48,3,,no,no,no,,,,11,2020,2021
1613,41060,Neil,neil@xyz.com,,,2020-11-27 01:54:40,3,,no,no,no,,Other Electronics and Telecommunication (EXTC),,11,2020,2021
1620,41046,Mukulkumar,mukulkumar@xyz.com,,,2020-11-25 19:03:53,2,,no,no,no,,Other Computer Engineering,,11,2020,2022
1624,41038,Shivakumar,shivakumar@xyz.com,,,2020-11-24 14:33:53,3,,no,no,no,,,,11,2020,2021
1625,41036,Rachel,rachel@xyz.com,,,2020-11-23 18:19:16,0,,no,no,no,,,,11,2020, 
1627,41032,Vinay,vinay@xyz.com,,,2020-11-22 11:42:28,3,,no,no,no,,,,11,2020,2021
1628,41030,Prashasti,prashasti@xyz.com,,,2020-11-21 18:07:43,3,,no,no,no,,,,11,2020,2021
1633,41020,H MD,hmd@xyz.com,,,2020-11-21 01:27:29,0,,no,no,no,,,,11,2020, 
1637,41010,Prerit,prerit@xyz.com,,,2020-11-20 11:12:52,3,,no,no,no,,,,11,2020,2021
1638,41008,Kirtiraj,kirtiraj@xyz.com,,,2020-11-19 16:36:16,0,,no,no,no,,,,11,2020, 
1640,41004,Praveen,praveen@xyz.com,,,2020-11-19 10:31:13,3,,no,no,no,,,,11,2020,2021
1642,41000,Jaya ,jaya@xyz.com,,,2020-11-18 12:33:01,4,,no,no,no,,Other Electronics and Telecommunication,,11,2020,2020
1644,40994,Naeem,naeem@xyz.com,,,2020-11-17 16:45:04,0,,no,no,no,,,,11,2020, 
1651,40978,Leon,leon@xyz.com,,,2020-11-14 00:34:08,3,,no,no,no,,,,11,2020,2021
1652,40836,Matthew,matthew@xyz.com,,,2020-10-31 16:56:58,3,,no,no,no,,,,10,2020,2021
1653,40834,Nancy,nancy@xyz.com,,,2020-10-31 15:11:23,0,,no,no,no,,,,10,2020, 
1654,40832,Earl,earl@xyz.com,,,2020-10-31 14:59:29,0,,no,no,no,,,,10,2020, 
1655,40830,Elbert,elbert@xyz.com,,,2020-10-31 14:27:58,0,,no,no,no,,,,10,2020, 
1656,40828,Helen,helen@xyz.com,,,2020-10-31 12:13:37,3,,no,no,no,,,,10,2020,2021
1657,40826,Harvey,harvey@xyz.com,,,2020-10-30 19:51:48,3,,no,no,no,,,,10,2020,2021
1658,40824,Liza,liza@xyz.com,,,2020-10-30 15:49:04,4,,no,no,no,,,,10,2020,2020
1659,40822,Charles,charles@xyz.com,,,2020-10-30 15:19:17,3,,no,no,no,,Other Electronics,,10,2020,2021
1660,40820,Angela,angela@xyz.com,,,2020-10-30 15:05:11,3,,no,no,no,,Other Production,,10,2020,2021
1661,40818,Lesa,lesa@xyz.com,,,2020-10-30 15:03:58,3,,no,no,no,,,,10,2020,2021
1662,40816,Beverly,beverly@xyz.com,,,2020-10-30 14:59:55,4,,no,no,no,,,,10,2020,2020
1663,40814,Francis,francis@xyz.com,,,2020-10-30 14:45:13,4,,no,no,no,,,,10,2020,2020
1664,40812,Joyce,joyce@xyz.com,,,2020-10-30 14:40:06,2,,no,no,no,,,,10,2020,2022
1665,40810,Daniel,daniel@xyz.com,,,2020-10-30 14:24:32,0,,no,no,no,,,,10,2020, 
1666,40808,Eileen,eileen@xyz.com,,,2020-10-30 14:24:10,4,,no,no,no,,,,10,2020,2020
1667,40806,Jose,jose@xyz.com,,,2020-10-30 14:21:05,4,,no,no,no,,,,10,2020,2020
1668,40804,Billy,billy@xyz.com,,,2020-10-30 13:52:39,3,,no,no,no,,,,10,2020,2021
1669,40802,Robert,robert@xyz.com,,,2020-10-30 13:47:15,2,,no,no,no,,Other Production Engineering,,10,2020,2022
1670,40800,Nathan,nathan@xyz.com,,,2020-10-30 13:38:36,2,,no,no,no,,Other Production engineering,,10,2020,2022
1672,40796,Elizabeth,elizabeth@xyz.com,,,2020-10-30 13:35:54,2,,no,no,no,,Other Production engineering,,10,2020,2022
1673,40794,Leonard,leonard@xyz.com,,,2020-10-30 13:24:26,3,,no,no,no,,Other Production engineering,,10,2020,2021
1674,40792,Ava,ava@xyz.com,,,2020-10-30 02:23:49,0,,no,no,no,,,,10,2020, 
1675,40790,Anne,anne@xyz.com,,,2020-10-29 16:12:10,0,,no,no,no,,,,10,2020, 
1676,40788,Austin,austin@xyz.com,,,2020-10-29 13:44:34,0,,no,no,no,,,,10,2020, 
1677,40784,Irene,irene@xyz.com,,,2020-10-27 21:08:26,0,,no,no,no,,,,10,2020, 
1678,40774,Kamala,kamala@xyz.com,,,2020-10-24 15:18:33,3,,no,no,no,,,,10,2020,2021
1679,40772,Gina,gina@xyz.com,,,2020-10-24 15:15:42,3,,no,no,no,,,,10,2020,2021
1680,40770,Pamela,pamela@xyz.com,,,2020-10-23 22:15:57,3,,no,no,no,,,,10,2020,2021
1681,40768,Colin,colin@xyz.com,,,2020-10-23 16:25:09,0,,no,no,no,,,,10,2020, 
1682,40766,George,george@xyz.com,,,2020-10-23 00:20:50,0,,no,no,no,,,,10,2020, 
1683,40764,Cynthia,cynthia@xyz.com,,,2020-10-23 00:15:14,0,,no,no,no,,,,10,2020, 
1684,40762,Theodore,theodore@xyz.com,,,2020-10-22 23:01:25,0,,no,no,no,,,,10,2020, 
1685,40760,Martha,martha@xyz.com,,,2020-10-22 17:55:06,0,,no,no,no,,,,10,2020, 
1686,40758,Joan,joan@xyz.com,,,2020-10-22 11:33:16,0,,no,no,no,,,,10,2020, 
1687,40754,Chauncey,chauncey@xyz.com,,,2020-10-21 18:20:36,3,,no,no,no,,,,10,2020,2021
1688,40696,Lester,lester@xyz.com,,,2020-10-19 12:12:32,2,,no,no,no,,,,10,2020,2022
1689,40694,Andrea,andrea@xyz.com,,,2020-10-18 16:45:19,4,,no,no,no,,,,10,2020,2020
1690,40692,Evelyn,evelyn@xyz.com,,,2020-10-18 11:14:26,2,,no,no,no,,,,10,2020,2022
1691,40690,Craig,craig@xyz.com,,,2020-10-17 16:28:42,0,,no,no,no,,,,10,2020, 
1692,40688,Anthony,anthony@xyz.com,,,2020-10-17 11:45:54,0,,no,no,no,,,,10,2020, 
1693,40686,Grant,grant@xyz.com,,,2020-10-17 11:44:50,0,,no,no,no,,,,10,2020, 
1694,40684,Donna,donna@xyz.com,,,2020-10-16 19:21:47,0,,no,no,no,,,,10,2020, 
1695,40682,Peggy,peggy@xyz.com,,,2020-10-15 22:24:45,2,,no,no,no,,Other Computer Technology,,10,2020,2022
1696,40680,Christopher,christopher@xyz.com,,,2020-10-15 16:41:04,3,,no,no,no,,,,10,2020,2021
1697,40678,Ron,ron@xyz.com,,,2020-10-15 16:28:53,3,,no,no,no,,,,10,2020,2021
1698,40676,Freeman,freeman@xyz.com,,,2020-10-15 15:11:27,3,,no,no,no,,Other Computer Technology,,10,2020,2021
1699,40674,Jack,jack@xyz.com,,,2020-10-15 14:32:14,2,,no,no,no,,,,10,2020,2022
1700,40672,Richard,richard@xyz.com,,,2020-10-15 14:17:12,4,,no,no,no,,Other Computer Technology,,10,2020,2020
1701,40670,Bobby,bobby@xyz.com,,,2020-10-14 22:34:13,2,,no,no,no,,,,10,2020,2022
1702,40668,Edmund,edmund@xyz.com,,,2020-10-14 17:52:07,0,,no,no,no,,,,10,2020, 
1703,40666,Jennie,jennie@xyz.com,,,2020-10-14 17:48:29,0,,no,no,no,,,,10,2020, 
1704,40662,Edward,edward@xyz.com,,,2020-10-14 14:58:54,0,,no,no,no,,,,10,2020, 
1705,40660,Peter,peter@xyz.com,,,2020-10-14 14:38:10,0,,no,no,no,,Other Computer Technology,,10,2020, 
1706,40658,Felipe,felipe@xyz.com,,,2020-10-14 14:11:35,0,,no,no,no,,,,10,2020, 
1707,40656,Michael,michael@xyz.com,,,2020-10-14 08:27:24,0,,no,no,no,,,,10,2020, 
1708,40654,John,john@xyz.com,,,2020-10-14 07:28:41,0,,no,no,no,,,,10,2020, 
1709,40652,Chelsey,chelsey@xyz.com,,,2020-10-13 11:13:59,0,,no,no,no,,,,10,2020, 
1710,40580,Vincent,vincent@xyz.com,,,2020-09-30 22:06:50,0,,no,no,no,,,,9,2020, 
1711,40578,Joe,joe@xyz.com,,,2020-09-30 21:06:28,0,,no,no,no,,,,9,2020, 
1712,40568,Byron,byron@xyz.com,,,2020-09-29 11:15:07,0,,no,no,no,,,,9,2020, 
1713,40564,Meredith,meredith@xyz.com,,,2020-09-29 09:16:27,0,,no,no,no,,,,9,2020, 
1714,40562,Javier,javier@xyz.com,,,2020-09-27 17:54:46,0,,no,no,no,,,,9,2020, 
1715,40560,Martin,martin@xyz.com,,,2020-09-26 20:19:30,0,,no,no,no,,,,9,2020, 
1716,40558,Curtis,curtis@xyz.com,,,2020-09-26 19:52:26,0,,no,no,no,,,,9,2020, 
1717,40556,Fred,fred@xyz.com,,,2020-09-26 16:53:56,0,,no,no,no,,,,9,2020, 
1718,40554,Ella,ella@xyz.com,,,2020-09-26 16:01:04,0,,no,no,no,,,,9,2020, 
1719,40552,Marcus,marcus@xyz.com,,,2020-09-26 15:35:12,0,,no,no,no,,,,9,2020, 
1720,40550,Jaqueline,jaqueline@xyz.com,,,2020-09-26 15:21:57,0,,no,no,no,,,,9,2020, 
1721,40548,Lloyd,lloyd@xyz.com,,,2020-09-26 14:56:36,0,,no,no,no,,,,9,2020, 
1722,40546,Lesley,lesley@xyz.com,,,2020-09-26 14:53:04,0,,no,no,no,,,,9,2020, 
1723,40544,Lawrence,lawrence@xyz.com,,,2020-09-26 13:53:15,0,,no,no,no,,,,9,2020, 
1724,40542,Laurence,laurence@xyz.com,,,2020-09-26 13:35:29,0,,no,no,no,,,,9,2020, 
1725,40540,Anna,anna@xyz.com,,,2020-09-26 13:14:09,0,,no,no,no,,,,9,2020, 
1726,40538,Anita,anita@xyz.com,,,2020-09-26 12:48:56,0,,no,no,no,,,,9,2020, 
1727,40536,Cherrie,cherrie@xyz.com,,,2020-09-26 12:42:47,0,,no,no,no,,,,9,2020, 
1728,40534,Belinda,belinda@xyz.com,,,2020-09-26 12:41:19,0,,no,no,no,,,,9,2020, 
1729,40532,Rebecca,rebecca@xyz.com,,,2020-09-25 21:43:43,0,,no,no,no,,,,9,2020, 
1730,40530,Mario,mario@xyz.com,,,2020-09-25 19:13:23,0,,no,no,no,,,,9,2020, 
1731,40528,Ezekiel,ezekiel@xyz.com,,,2020-09-25 08:45:01,0,,no,no,no,,,,9,2020, 
1732,40526,Frank,frank@xyz.com,,,2020-09-25 08:40:09,0,,no,no,no,,,,9,2020, 
1733,40518,Theresa,theresa@xyz.com,,,2020-09-24 23:39:32,0,,no,no,no,,,,9,2020, 
1734,40516,Megan,megan@xyz.com,,,2020-09-24 09:36:41,0,,no,no,no,,,,9,2020, 
1735,40514,Betty,betty@xyz.com,,,2020-09-24 09:24:23,0,,no,no,no,,,,9,2020, 
1736,40512,Adam,adam@xyz.com,,,2020-09-23 14:35:00,0,,no,no,no,,,,9,2020, 
1737,40510,Refugio,refugio@xyz.com,,,2020-09-23 12:37:47,0,,no,no,no,,,,9,2020, 
1738,40508,Rosa,rosa@xyz.com,,,2020-09-23 00:09:55,0,,no,no,no,,,,9,2020, 
1739,40506,Angel,angel@xyz.com,,,2020-09-22 23:13:48,0,,no,no,no,,,,9,2020, 
1740,40504,Desmond,desmond@xyz.com,Female,Frankfurt,2020-09-22 10:16:07,0,,no,no,yes,,,,9,2020, 
1741,40502,Lauren,lauren@xyz.com,,,2020-09-22 10:15:14,0,,no,no,no,,,,9,2020, 
1742,40500,Howard,howard@xyz.com,,,2020-09-21 19:01:39,0,,no,no,no,,,,9,2020, 
1743,40498,Lucas,lucas@xyz.com,,,2020-09-21 18:19:09,0,,no,no,no,,,,9,2020, 
1744,40496,Mary,mary@xyz.com,,,2020-09-21 15:17:03,0,,no,no,no,,,,9,2020, 
1745,40490,Linda,linda@xyz.com,,,2020-09-20 22:17:36,0,,no,no,no,,,,9,2020, 
1746,40488,Elmer,elmer@xyz.com,,,2020-09-20 19:52:21,0,,no,no,no,,,,9,2020, 
1747,40486,Samuel,samuel@xyz.com,,,2020-09-20 12:49:24,0,,no,no,no,,,,9,2020, 
1748,40484,Diane,diane@xyz.com,,,2020-09-19 16:23:27,0,,no,no,no,,,,9,2020, 
1749,40482,Ignacio,ignacio@xyz.com,,,2020-09-19 16:12:49,0,,no,no,no,,,,9,2020, 
1750,40480,Janna,janna@xyz.com,,,2020-09-19 11:30:55,0,,no,no,no,,,,9,2020, 
1751,40478,Harry,harry@xyz.com,,,2020-09-19 08:48:15,0,,no,no,no,,,,9,2020, 
1752,40476,Erica,erica@xyz.com,,,2020-09-19 01:09:33,0,,no,no,no,,,,9,2020, 
1753,40474,Justin,justin@xyz.com,,,2020-09-18 13:46:25,0,,no,no,no,,,,9,2020, 
1754,40472,Zachary,zachary@xyz.com,,,2020-09-17 07:09:33,0,,no,no,no,,,,9,2020, 
1755,40470,Thomas,thomas@xyz.com,,,2020-09-16 12:52:37,0,,no,no,no,,,,9,2020, 
1756,40468,Barbara,barbara@xyz.com,,,2020-09-16 10:55:41,0,,no,no,no,,,,9,2020, 
1757,40466,Christie,christie@xyz.com,,,2020-09-16 09:40:34,0,,no,no,no,,,,9,2020, 
1758,40464,Valerie,valerie@xyz.com,,,2020-09-16 00:07:37,0,,no,no,no,,,,9,2020, 
1759,40462,Julie,julie@xyz.com,,,2020-09-15 23:38:14,0,,no,no,no,,,,9,2020, 
1760,40456,James,james@xyz.com,,,2020-09-15 10:49:40,0,,no,no,no,,,,9,2020, 
1761,40454,Blaine,blaine@xyz.com,,,2020-09-14 22:48:09,0,,no,no,no,,,,9,2020, 
1762,40452,Gary,gary@xyz.com,,,2020-09-14 10:33:51,0,,no,no,no,,,,9,2020, 
1763,40450,Teresa,teresa@xyz.com,,,2020-09-14 09:09:08,0,,no,no,no,,,,9,2020, 
1764,40448,Phillip,phillip@xyz.com,,,2020-09-14 06:25:08,0,,no,no,no,,,,9,2020, 
1765,40446,Kevin,kevin@xyz.com,,,2020-09-13 11:11:06,0,,no,no,no,,,,9,2020, 
1766,40444,Latonya,latonya@xyz.com,,,2020-09-13 11:09:46,0,,no,no,no,,,,9,2020, 
1767,40442,Joseph,joseph@xyz.com,,,2020-09-13 10:55:53,0,,no,no,no,,,,9,2020, 
1768,40440,Alma,alma@xyz.com,,,2020-09-13 03:01:26,0,,no,no,no,,,,9,2020, 
1769,40366,Myrna,myrna@xyz.com,,,2020-08-31 21:19:27,0,,no,no,no,,,,8,2020, 
1770,40364,Maria,maria@xyz.com,,,2020-08-31 20:33:50,0,,no,no,no,,,,8,2020, 
1771,40362,Ola,ola@xyz.com,,,2020-08-31 20:32:57,0,,no,no,no,,,,8,2020, 
1772,40360,Joann,joann@xyz.com,,,2020-08-31 18:19:40,0,,no,no,no,,,,8,2020, 
1773,40358,Carol,carol@xyz.com,,,2020-08-31 18:18:59,0,,no,no,no,,,,8,2020, 
1774,40356,Ahmad,ahmad@xyz.com,,,2020-08-31 16:22:10,0,,no,no,no,,,,8,2020, 
1775,40354,Georgiana,georgiana@xyz.com,,,2020-08-31 16:09:20,0,,no,no,no,,,,8,2020, 
1776,40352,Mark,mark@xyz.com,,,2020-08-31 14:32:09,0,,no,no,no,,,,8,2020, 
1777,40350,Adrianne,adrianne@xyz.com,,,2020-08-31 14:16:27,0,,no,no,no,,,,8,2020, 
